GqlToGremlin	arcade	0.1	8	12.11	537142
GqlToGremlin	arcade	0.1	4	1.598	784511
GqlToGremlin	arcade	0.1	5	3.589	1079722
GqlToGremlin	arcade	0.1	3	17.752	30456
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	7	6.114	1628132
GqlToGremlin	arcade	0.1	2	4.655	82990
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	4	1.477	784511
GqlToGremlin	arcade	0.1	8	11.579	537142
GqlToGremlin	arcade	0.1	2	4.643	82990
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	7	6.136	1628132
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	3	18.19	30456
GqlToGremlin	arcade	0.1	5	3.616	1079722
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	2	4.815	82990
GqlToGremlin	arcade	0.1	4	1.46	784511
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	5	3.639	1079722
GqlToGremlin	arcade	0.1	7	6.206	1628132
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	8	11.957	537142
GqlToGremlin	arcade	0.1	3	17.912	30456
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	3	18.098	30456
GqlToGremlin	arcade	0.1	8	11.823	537142
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	2	4.728	82990
GqlToGremlin	arcade	0.1	7	6.447	1628132
GqlToGremlin	arcade	0.1	5	3.741	1079722
GqlToGremlin	arcade	0.1	4	1.502	784511
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	2	4.697	82990
GqlToGremlin	arcade	0.1	5	3.662	1079722
GqlToGremlin	arcade	0.1	3	17.947	30456
GqlToGremlin	arcade	0.1	7	6.242	1628132
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	8	11.831	537142
GqlToGremlin	arcade	0.1	4	1.457	784511
GqlToGremlin	arcade	0.1	3	18.112	30456
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	2	4.765	82990
GqlToGremlin	arcade	0.1	4	1.491	784511
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	7	6.285	1628132
GqlToGremlin	arcade	0.1	8	12.073	537142
GqlToGremlin	arcade	0.1	5	3.721	1079722
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	7	6.219	1628132
GqlToGremlin	arcade	0.1	4	1.461	784511
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	5	3.822	1079722
GqlToGremlin	arcade	0.1	3	18.214	30456
GqlToGremlin	arcade	0.1	2	4.804	82990
GqlToGremlin	arcade	0.1	8	11.898	537142
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	4	1.461	784511
GqlToGremlin	arcade	0.1	3	17.794	30456
GqlToGremlin	arcade	0.1	8	11.901	537142
GqlToGremlin	arcade	0.1	5	3.541	1079722
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	7	6.421	1628132
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	2	4.738	82990
GqlToGremlin	arcade	0.1	5	3.734	1079722
GqlToGremlin	arcade	0.1	3	18.274	30456
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	4	1.508	784511
GqlToGremlin	arcade	0.1	7	6.399	1628132
GqlToGremlin	arcade	0.1	2	4.839	82990
GqlToGremlin	arcade	0.1	1	FAILED
GqlToGremlin	arcade	0.1	8	12.051	537142
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	3	18.247	30456
GqlToGremlin	arcade	0.1	5	3.666	1079722
GqlToGremlin	arcade	0.1	6	FAILED
GqlToGremlin	arcade	0.1	2	4.754	82990
GqlToGremlin	arcade	0.1	8	11.739	537142
GqlToGremlin	arcade	0.1	4	1.577	784511
GqlToGremlin	arcade	0.1	7	6.296	1628132
GqlToGremlin	arcade	0.1	9	FAILED
GqlToGremlin	arcade	0.1	1	FAILED
